Database???Monthly
Month£º2015-
Indicators,Apr 2024,Mar 2024,Feb 2024,Jan 2024,Dec 2023,Nov 2023,Oct 2023,Sep 2023,Aug 2023,Jul 2023,Jun 2023,May 2023,Apr 2023,Mar 2023,Feb 2023,Jan 2023,Dec 2022,Nov 2022,Oct 2022,Sep 2022,Aug 2022,Jul 2022,Jun 2022,May 2022,Apr 2022,Mar 2022,Feb 2022,Jan 2022,Dec 2021,Nov 2021,Oct 2021,Sep 2021,Aug 2021,Jul 2021,Jun 2021,May 2021,Apr 2021,Mar 2021,Feb 2021,Jan 2021,Dec 2020,Nov 2020,Oct 2020,Sep 2020,Aug 2020,Jul 2020,June 2020,May 2020,Apr 2020,Mar 2020,Feb 2020,Jan 2020,Dec 2019,Nov 2019,Oct 2019,Sep 2019,Aug 2019,Jul 2019,Jun 2019,May 2019,Apr 2019,Mar 2019,Feb 2019,Jan 2019,Dec 2018,Nov 2018,Oct 2018,Sep 2018,Aug 2018,Jul 2018,Jun 2018,May 2018,Apr 2018,Mar 2018,Feb 2018,Jan 2018,Dec 2017,Nov 2017,Oct 2017,Sep 2017,Aug 2017,Jul 2017,Jun 2017,May 2017,Apr 2017,Mar 2017,Feb 2017,Jan 2017,Dec 2016,Nov 2016,Oct 2016,Sep 2016,Aug 2016,Jul 2016,Jun 2016,May 2016,Apr 2016,Mar 2016,Feb 2016,Jan 2016,Dec 2015,Nov 2015,Oct 2015,Sep 2015,Aug 2015,Jul 2015,Jun 2015,May 2015,Apr 2015,Mar 2015,Feb 2015,Jan 2015
Selling Expenses of Industrial Enterprises Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31801.20,28797.40,26319.10,23680.90,20905.50,18179.80,15535.70,12558.90,9904.70,7360.30,4635.50,,30648.60,27134.80,24299.70,21701.90,18975.90,16519.00,14107.20,11450.80,9078.50,6712.70,4220.10,,28740.00,25593.40,23005.20,20579.60,18000.40,15645.20,13322.00,10799.00,8562.20,6355.80,4066.10,
Selling Expenses of Industrial Enterprises Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29077.50,26201.20,23858.80,21477.00,18983.00,16516.00,14096.80,11447.70,9053.40,6692.30,4206.60,,28750.70,25549.00,22936.70,20516.50,17937.50,15584.50,13270.80,10746.60,8584.20,6370.00,4068.20,,27640.00,24519.80,22030.10,19662.10,17163.00,14885.60,12655.20,10262.90,8051.40,5912.50,3729.30,
Selling Expenses of Industrial Enterprises Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,9.9,10.3,10.3,10.1,10.1,10.2,9.7,9.4,10.0,10.2,,6.6,6.2,5.9,5.8,5.8,6.0,6.3,6.6,5.8,5.4,3.7,,4.0,4.4,4.4,4.7,4.9,5.1,5.3,5.2,6.3,7.5,9.0,
Selling Expenses of Mining and Washing of Coal Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.00,568.90,518.50,503.00,442.80,386.80,335.50,275.60,211.00,154.60,101.60,,633.20,561.90,491.70,433.00,379.60,328.50,281.70,234.40,195.60,147.60,95.50,,672.60,607.70,543.70,486.40,431.40,375.70,324.60,266.80,211.10,155.80,103.60,
Selling Expenses of Mining and Washing of Coal Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.80,506.40,450.20,422.50,372.20,321.90,275.40,228.10,190.90,144.40,94.90,,669.40,604.10,539.80,482.50,427.40,371.90,320.90,264.00,210.20,154.70,102.30,,788.80,717.60,649.40,584.00,514.50,445.20,378.60,308.70,244.00,178.40,116.90,
Selling Expenses of Mining and Washing of Coal Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,12.3,15.2,19.1,19.0,20.2,21.8,20.8,10.5,7.1,7.1,,-5.4,-7.0,-8.9,-10.3,-11.2,-11.7,-12.2,-11.2,-6.9,-4.6,-6.6,,-14.7,-15.3,-16.3,-16.7,-16.2,-15.6,-14.3,-13.6,-13.5,-12.7,-11.4,
Selling Expenses of Extraction of Petroleum and Natural Gas Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.20,36.50,33.10,30.10,26.90,24.10,21.20,18.10,14.90,8.90,6.00,,37.60,33.50,30.10,27.10,24.50,21.40,18.40,15.50,12.70,10.00,6.50,,44.60,38.90,35.90,32.20,28.60,25.00,20.60,16.40,13.00,9.90,6.30,
Selling Expenses of Extraction of Petroleum and Natural Gas Accumulated The Same Period of Previous Year(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.20,33.30,29.90,27.00,24.50,21.40,18.40,15.40,12.60,9.90,6.40,,44.30,38.60,35.70,32.00,28.40,24.80,20.40,16.30,13.00,9.90,6.40,,47.20,40.50,36.20,32.60,28.90,25.80,21.80,17.80,14.30,10.70,7.10,
Selling Expenses of Extraction of Petroleum and Natural Gas Accumulated Growth Rate(%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,9.6,10.7,11.5,9.8,12.6,15.2,17.5,18.3,-10.1,-6.3,,-15.1,-13.2,-15.7,-15.3,-13.7,-13.7,-9.8,-4.9,-2.3,1.0,1.6,,-5.5,-4.0,-0.8,-1.2,-1.0,-3.1,-5.5,-7.9,-9.1,-7.5,-11.3,
Selling Expenses of Mining and Processing of Ferrous Metal Ores Accumulated(100 million yuan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.00,81.20,80.20,73.00,65.10,57.10,48.70,38.40,30.20,22.00,13.80,,105.10,92.90,79.10,70.10,61.40,53.60,45.90,36.60,28.50,21.00,13.30,,119.00,108.70,98.50,87.80,77.40,67.50,56.80,45.30,35.80,25.90,16.70,
