지점,지점명,일시,습도,16 방위 풍향,풍속,강수량,현지기압,해면기압,변화량 기압,이슬점 온도,기온,최고 기온,최저 기온
44292,울란바토르,2018-01-01 00:00,72.9,0,0,-99.8,874.6,1045.8,1.5,-27.1,-23.6,-99.8,-23.8
44292,울란바토르,2018-01-01 03:00,60.8,12,1,,876.1,1044,1.5,-24.4,-18.7,,
44292,울란바토르,2018-01-01 06:00,63.2,0,0,,876.4,1043.8,.3,-23.2,-17.9,,
44292,울란바토르,2018-01-01 09:00,66.2,35,3,,877.8,1044.9,1.4,-21.9,-17.1,,
44292,울란바토르,2018-01-01 12:00,73.9,0,0,,879.8,1050.6,2,-25.1,-21.7,-15.1,
44292,울란바토르,2018-01-01 15:00,74,0,0,,881.1,1051.7,1.3,-24.5,-21.1,,
44292,울란바토르,2018-01-01 18:00,79.3,0,0,,881.8,1053.7,.7,-25.2,-22.6,,
44292,울란바토르,2018-01-01 21:00,77.7,0,0,,882.5,1055.1,.7,-26.1,-23.3,,
44292,울란바토르,2018-01-02 00:00,77.7,0,0,-99.8,883.3,1056.4,.8,-26.6,-23.8,-99.8,-23.9
44292,울란바토르,2018-01-02 03:00,74.2,26,1,,884.7,1055.5,1.4,-23.7,-20.3,,
44292,울란바토르,2018-01-02 06:00,59.1,32,4,,883.8,1051.8,.9,-22.9,-16.8,,
44292,울란바토르,2018-01-02 09:00,64.1,0,0,,884.2,1053.6,.4,-23.7,-18.6,,
44292,울란바토르,2018-01-02 12:00,72,0,0,,885.2,1056.9,1,-25.1,-21.4,-16.3,
44292,울란바토르,2018-01-02 15:00,75.2,0,0,,886.2,1058.7,1,-25.4,-22.2,,
44292,울란바토르,2018-01-02 18:00,71.2,0,0,,885.9,1058.1,.3,-25.8,-22,,
44292,울란바토르,2018-01-02 21:00,75.3,0,0,,885.7,1060.3,.2,-28.3,-25.2,,
44292,울란바토르,2018-01-03 00:00,75.2,0,0,,886,1060.9,.3,-28.6,-25.5,,-25.6
44292,울란바토르,2018-01-03 03:00,69.8,0,0,,886.9,1059.9,.9,-26.8,-22.8,,
44292,울란바토르,2018-01-03 06:00,66.1,0,0,,885,1055.7,1.9,-24.9,-20.2,,
44292,울란바토르,2018-01-03 09:00,73.2,0,0,,884.7,1056.6,.3,-25.4,-21.9,,
44292,울란바토르,2018-01-03 12:00,76.9,0,0,,885.3,1059.1,.6,-27.1,-24.2,-19.3,
44292,울란바토르,2018-01-03 15:00,75.9,0,0,,884.7,1059.6,.6,-28.8,-25.8,,
44292,울란바토르,2018-01-03 18:00,75,0,0,,883.8,1059.1,.9,-29.6,-26.5,,
44292,울란바토르,2018-01-03 21:00,72.6,0,0,,882.9,1059.2,.9,-31.4,-28,,
44292,울란바토르,2018-01-04 00:00,71.7,0,0,,882.5,1059.3,.4,-32.3,-28.8,,-28.8
44292,울란바토르,2018-01-04 03:00,69.7,19,1,,881.6,1056.1,.9,-30,-26.1,,
44292,울란바토르,2018-01-04 06:00,61.9,23,1,,879.6,1051.2,2,-28.1,-22.8,,
44292,울란바토르,2018-01-04 09:00,70.8,0,0,,879,1051.3,.6,-27.6,-23.8,,
44292,울란바토르,2018-01-04 12:00,75.9,0,0,,879,1052.6,0,-28.6,-25.6,-22.1,
44292,울란바토르,2018-01-04 15:00,75,0,0,,878.6,1053.1,.4,-29.9,-26.8,,
44292,울란바토르,2018-01-04 18:00,74.2,0,0,,878,1052.7,.6,-30.5,-27.3,,
44292,울란바토르,2018-01-04 21:00,72.7,0,0,,877.6,1052.5,.4,-31,-27.6,,
44292,울란바토르,2018-01-05 00:00,72.7,0,0,,877.6,1052.6,0,-31.2,-27.8,,-28.3
44292,울란바토르,2018-01-05 03:00,66.9,0,0,,877.8,1050.3,.2,-28.8,-24.4,,
44292,울란바토르,2018-01-05 06:00,71.8,26,1,,876.9,1047.8,.9,-26.3,-22.6,,
44292,울란바토르,2018-01-05 09:00,71.8,29,1,,876.9,1047.5,0,-25.9,-22.2,,
44292,울란바토르,2018-01-05 12:00,74.9,0,0,,877.2,1049,.3,-26.9,-23.7,-21.1,
44292,울란바토르,2018-01-05 15:00,76.7,0,0,,877.5,1050.4,.3,-28,-25.1,,
44292,울란바토르,2018-01-05 18:00,76.2,10,1,,876.4,1048.5,1.1,-27.3,-24.3,,
44292,울란바토르,2018-01-05 21:00,73.8,0,0,,875.2,1048,1.2,-28.8,-25.5,,
44292,울란바토르,2018-01-06 00:00,73.7,0,0,,875.1,1048.3,.1,-29.4,-26.1,,-26.3
44292,울란바토르,2018-01-06 03:00,72.3,0,0,,874.1,1045,1,-26.9,-23.3,,
44292,울란바토르,2018-01-06 06:00,62.1,0,0,,871.1,1037.4,3,-23.2,-17.7,,
44292,울란바토르,2018-01-06 09:00,69.9,23,1,,870.1,1037.2,1,-23.3,-19.2,,
44292,울란바토르,2018-01-06 12:00,78.2,0,0,.3,870,1038,.1,-23.2,-20.4,-17.1,
44292,울란바토르,2018-01-06 15:00,78.8,27,1,,869.2,1037.5,.8,-23.7,-21,,
44292,울란바토르,2018-01-06 18:00,78.7,28,2,,868,1036.6,1.2,-24.5,-21.8,,
44292,울란바토르,2018-01-06 21:00,77.8,0,0,,866.7,1036,1.3,-25.9,-23.1,,
44292,울란바토르,2018-01-07 00:00,77.9,0,0,1,866.6,1035.3,.1,-25.1,-22.3,-99.8,-23.7
44292,울란바토르,2018-01-07 03:00,78.2,0,0,,866.6,1034.3,0,-23.7,-20.9,,
44292,울란바토르,2018-01-07 06:00,77.1,0,0,,866.1,1029.9,.5,-18.6,-15.5,,
44292,울란바토르,2018-01-07 09:00,75.1,32,4,,867.2,1031.2,1.1,-18.9,-15.5,,
44292,울란바토르,2018-01-07 12:00,72.7,31,1,.2,868.6,1032.4,1.4,-18.6,-14.8,-14.3,
44292,울란바토르,2018-01-07 15:00,75.8,33,1,,869.5,1033.7,.9,-18.5,-15.2,,
44292,울란바토르,2018-01-07 18:00,74,29,3,,869.7,1033.7,.2,-18.5,-14.9,,
44292,울란바토르,2018-01-07 21:00,77.2,34,1,,868.9,1035.4,.8,-21.6,-18.6,,
44292,울란바토르,2018-01-08 00:00,83.2,30,2,0,869.1,1037,.2,-22.6,-20.5,,-21.3
44292,울란바토르,2018-01-08 03:00,79.3,24,2,,869.2,1035.4,.1,-20.8,-18.1,,
44292,울란바토르,2018-01-08 06:00,68.8,25,3,,867.7,1032.2,1.5,-20.6,-16.2,,
44292,울란바토르,2018-01-08 09:00,74.8,25,3,,868.4,1033.7,.7,-20.4,-17,,
44292,울란바토르,2018-01-08 12:00,71.8,35,2,0,869.2,1034,.8,-20.1,-16.2,-15,
44292,울란바토르,2018-01-08 15:00,76,0,0,,869.3,1035.4,.1,-21.2,-18,,
44292,울란바토르,2018-01-08 18:00,73.3,28,1,,869.7,1036.1,.4,-21.9,-18.3,,
44292,울란바토르,2018-01-08 21:00,70.2,29,2,,870,1036.2,.3,-22,-17.9,,
44292,울란바토르,2018-01-09 00:00,75.1,31,2,-99.8,870.6,1037.8,.6,-22.4,-19.1,-99.8,-20.7
44292,울란바토르,2018-01-09 03:00,61.1,34,1,,871.4,1036,.8,-21.1,-15.3,,
44292,울란바토르,2018-01-09 06:00,58.2,33,1,,871.4,1035.5,0,-21,-14.6,,
44292,울란바토르,2018-01-09 09:00,56.1,0,0,,872,1036.5,.6,-21.8,-15,,
44292,울란바토르,2018-01-09 12:00,70,29,1,,872.3,1039.6,.3,-22.9,-18.8,-13.5,
44292,울란바토르,2018-01-09 15:00,71.7,0,0,,872.3,1040.3,0,-23.6,-19.8,,
44292,울란바토르,2018-01-09 18:00,77.2,0,0,,871.9,1041.6,.4,-25.1,-22.2,,
44292,울란바토르,2018-01-09 21:00,74.2,28,1,,871.8,1040,.1,-23.6,-20.2,,
44292,울란바토르,2018-01-10 00:00,74.2,0,0,,872.9,1041.5,1.1,-23.9,-20.5,,-22.2
