지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
21229,2019-07-01 00:00,6.2,204,7.5,1001.2,94,21,20.8,1.8,1,.7,7.1,199
21229,2019-07-01 01:00,4.5,224,5.5,1001.2,94,21,20.8,1.5,1,.7,7.1,194
21229,2019-07-01 02:00,4.2,227,5.1,1001.2,95,21.2,20.8,1.8,1.2,.8,6.4,179
21229,2019-07-01 03:00,4.1,233,4.9,1000.7,95,20.7,20.7,1.5,1.1,.8,7.1,197
21229,2019-07-01 04:00,4.6,235,6.1,1000.6,94,21.4,20.7,1.6,.9,.7,5.3,174
21229,2019-07-01 05:00,4.2,244,5.6,1000.9,90,21.5,20.7,1.4,.9,.6,6.4,42
21229,2019-07-01 06:00,1.8,312,3.5,1001.5,89,21.7,20.9,1.6,.9,.7,5.3,346
21229,2019-07-01 07:00,2,239,5.6,1001.6,86,22.1,20.8,1.5,1,.7,6.4,6
21229,2019-07-01 08:00,.9,294,2.7,1002,80,22.4,20.8,1.7,1,.7,6.4,10
21229,2019-07-01 09:00,3.1,326,4.3,1002.6,83,22.2,21,1.7,1,.7,6.4,281
21229,2019-07-01 10:00,5.4,323,6.5,1002.5,82,22.5,21.1,1.5,.9,.6,6.4,348
21229,2019-07-01 11:00,4.8,327,5.8,1002.8,84,22.3,21.2,1.9,.9,.6,7.1,352
21229,2019-07-01 12:00,4.8,342,6.9,1002.7,91,21.6,21.3,1.3,.8,.5,6.4,192
21229,2019-07-01 13:00,4.1,337,5.6,1002.8,91,21.6,21.4,1.3,.8,.6,7.1,26
21229,2019-07-01 14:00,1.3,287,2.7,1003.8,88,22,21.6,1.7,1,.7,7.1,18
21229,2019-07-01 15:00,2,316,3.5,1004,90,21.8,21.7,1.5,.9,.6,7.1,34
21229,2019-07-01 16:00,.7,291,1.2,1004.2,89,22,21.9,1.5,1,.7,7.1,26
21229,2019-07-01 17:00,.8,30,1.3,1004,90,21.9,22,1.6,.9,.6,6.4,39
21229,2019-07-01 18:00,.3,122,1.5,1004.4,90,21.9,22,1.5,.9,.6,5.8,36
21229,2019-07-01 19:00,1.5,188,2.1,1004.3,93,21.8,22,1.4,.8,.6,6.4,32
21229,2019-07-01 20:00,2.2,184,2.8,1004.3,92,21.8,21.9,1.4,.8,.6,6.4,92
21229,2019-07-01 21:00,3,175,3.9,1004.7,91,21.5,21.7,1.4,.9,.7,7.1,29
21229,2019-07-01 22:00,4.1,176,4.9,1005,92,21.8,21.6,1.3,.8,.5,5.3,33
21229,2019-07-01 23:00,5.4,181,6.5,1005.2,94,21.2,21.5,1.5,.8,.5,6.4,38
21229,2019-07-02 00:00,5.2,199,6.3,1005.4,93,21.7,21.4,1.4,.8,.5,7.1,40
21229,2019-07-02 01:00,5.6,195,6.9,1005.2,94,21.2,21.3,1.2,.8,.5,5.3,49
21229,2019-07-02 02:00,5,211,6.4,1005.2,94,21.1,21.2,1.4,.9,.6,7.1,38
21229,2019-07-02 03:00,4.2,220,5,1005.2,93,21.6,21.3,1.2,.7,.5,5.8,43
21229,2019-07-02 04:00,4.2,227,5,1005.1,90,21.2,21.3,1.4,.7,.5,6.4,36
21229,2019-07-02 05:00,2.9,230,3.8,1005.3,92,21.4,21.2,1.2,.6,.4,6.4,38
21229,2019-07-02 06:00,1.2,255,2,1005.8,90,21.4,21.2,1.1,.6,.4,7.1,63
21229,2019-07-02 07:00,2.1,199,3.1,1006.2,89,21.5,21.3,1.1,.7,.5,6.4,22
21229,2019-07-02 08:00,2.7,212,3.7,1006.6,88,21.6,21.5,1,.6,.4,5.8,59
21229,2019-07-02 09:00,3.6,214,4.6,1006.9,85,22.1,21.6,1.1,.6,.4,4.9,46
21229,2019-07-02 10:00,3.2,213,4.4,1006.9,85,22,21.8,1.1,.7,.5,5.8,58
21229,2019-07-02 11:00,1.9,201,2.8,1007.1,87,22,22,1,.6,.4,5.8,136
21229,2019-07-02 12:00,.6,42,1.3,1007.5,77,23.4,22.1,1.1,.6,.4,5.3,174
21229,2019-07-02 13:00,.5,218,1.7,1007.5,71,23.4,22.2,1.4,.8,.5,5.3,210
21229,2019-07-02 14:00,3.1,346,4.6,1007.4,61,23.7,22.6,1,.7,.5,4.9,171
21229,2019-07-02 15:00,3.4,330,4.5,1007.6,68,23.4,22.8,1,.7,.5,4.3,169
21229,2019-07-02 16:00,2.5,313,3.3,1007.7,68,23.5,23.5,1.1,.7,.5,5.3,159
21229,2019-07-02 17:00,1.4,328,2,1007.6,67,23.7,23.8,1.1,.7,.5,4.9,196
21229,2019-07-02 18:00,.5,126,1.1,1007.7,68,23.3,23.2,.9,.6,.4,4.6,206
21229,2019-07-02 19:00,2.2,140,2.9,1007.9,70,23.1,22.9,1,.6,.4,4.9,249
21229,2019-07-02 20:00,3.3,153,4,1008.2,73,22.8,22.5,1,.6,.4,4.6,235
21229,2019-07-02 21:00,4.7,166,5.6,1008.4,77,22.5,22.4,.8,.6,.4,4.6,20
21229,2019-07-02 22:00,4.8,182,5.5,1009.2,85,22.4,22.2,.9,.5,.4,6.4,13
21229,2019-07-02 23:00,4.1,208,4.8,1009,87,21.8,22,.9,.5,.4,5.3,48
21229,2019-07-03 00:00,3.3,195,4.1,1008.6,92,21.9,21.9,1.1,.5,.4,4.9,226
21229,2019-07-03 01:00,4.6,192,5.5,1008.1,88,21.6,22.1,.9,.5,.4,5.8,56
21229,2019-07-03 02:00,5.1,199,6.1,1008.2,92,21.9,21.8,1,.5,.4,6.4,40
21229,2019-07-03 03:00,4.8,195,5.5,1008,95,21.7,21.7,.8,.5,.4,6.4,61
21229,2019-07-03 04:00,6.5,205,7.7,1008,92,21.4,21.6,1,.6,.4,5.8,42
21229,2019-07-03 05:00,5.3,206,6.6,1008.3,93,21.7,21.5,1,.6,.4,6.4,69
21229,2019-07-03 06:00,6,212,7.3,1008.5,93,21.5,21.5,1,.7,.5,5.8,52
21229,2019-07-03 07:00,4.9,225,6.6,1008.4,93,21.4,21.5,1.1,.7,.5,5.8,54
21229,2019-07-03 08:00,3.6,216,4.4,1008.4,94,21.6,21.5,1.1,.6,.5,5.3,42
21229,2019-07-03 09:00,3.5,208,4.7,1008.4,94,21.6,21.5,1,.6,.5,4,193
21229,2019-07-03 10:00,2.1,214,3.1,1008.2,93,21.4,21.6,.9,.6,.4,3.6,199
