지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
21229,2023-03-01 00:00,7,234,8.8,1021.4,71,10.8,,3.6,1.9,1.3,7.1,213
21229,2023-03-01 01:00,2.5,226,3.7,1021.2,69,12.2,,3,2,1.5,5.8,197
21229,2023-03-01 02:00,2.9,274,5.1,1021,49,12.5,,3,1.8,1.3,5.8,197
21229,2023-03-01 03:00,.9,357,2.9,1021.4,61,10,,3.1,2.2,1.6,7.1,198
21229,2023-03-01 04:00,1.2,352,2.8,1021.2,54,9.9,,3.4,1.9,1.4,7.1,198
21229,2023-03-01 05:00,4.8,333,6.6,1020.9,63,11.3,,3.3,1.9,1.3,7.1,201
21229,2023-03-01 06:00,6.2,346,8.5,1020.8,61,10.9,,2.4,1.6,1.1,7.1,203
21229,2023-03-01 07:00,5.5,350,8.2,1020.5,67,10.5,,2.7,1.6,1.1,6.4,208
21229,2023-03-01 08:00,5.3,350,7.2,1020.7,64,10.3,,2.4,1.4,1,6.4,204
21229,2023-03-01 09:00,4.2,15,5.5,1020.4,60,9.9,,2.5,1.3,.9,6.4,204
21229,2023-03-01 10:00,5.4,20,6.8,1020,64,9.8,,2.1,1.2,.9,6.4,214
21229,2023-03-01 11:00,5.5,26,7.3,1020.1,67,9.6,,2.3,1.3,.9,6.4,236
21229,2023-03-01 12:00,6,20,7.8,1019.5,66,9.2,,1.9,1.3,.9,5.8,235
21229,2023-03-01 13:00,4.9,17,6.9,1019.3,64,9.1,,2.5,1.2,.8,6.4,219
21229,2023-03-01 14:00,3.6,6,5.2,1018.3,64,8.9,,1.7,1.2,.8,5.3,218
21229,2023-03-01 15:00,2.8,1,4.7,1017.3,63,8.7,,2,1.2,.9,5.3,226
21229,2023-03-01 16:00,1.5,330,3.2,1016.1,64,8.7,,1.6,1,.7,5.8,242
21229,2023-03-01 17:00,1.2,348,2.3,1015.9,65,8.6,,1.8,1.1,.8,5.3,306
21229,2023-03-01 18:00,1.9,332,3.2,1015.6,67,8.7,,1.7,1.1,.8,5.3,325
21229,2023-03-01 19:00,2.5,325,3.9,1015.7,67,8.7,,1.5,.9,.6,4.9,280
21229,2023-03-01 20:00,5.7,320,7.6,1015.8,69,8.8,,1.2,.8,.6,5.3,18
21229,2023-03-01 21:00,8.4,343,10.6,1016.5,76,8.1,,1.5,1,.7,5.3,336
21229,2023-03-01 22:00,8.2,343,10.5,1017.3,81,7.2,,1.8,1.2,.9,4.6,358
21229,2023-03-01 23:00,4.7,340,7,1017.7,78,7.7,,1.7,1.1,.8,4.9,17
21229,2023-03-02 00:00,12,335,15.1,1017.7,66,7.5,,1.9,1.1,.8,5.3,60
21229,2023-03-02 01:00,13.8,330,18.8,1017.4,56,8.2,,2.2,1.5,1,4.6,340
21229,2023-03-02 02:00,12.8,323,19.3,1018,56,5.3,,3.4,2,1.5,5.8,343
21229,2023-03-02 03:00,12.8,329,17.5,1018.1,58,5.1,,4.8,2.7,1.9,6.4,339
21229,2023-03-02 04:00,14.6,334,19.4,1018.3,58,6.9,,4.9,2.9,2.1,7.1,335
21229,2023-03-02 05:00,14.5,5,18.6,1018.5,72,4.8,,5.9,3.7,2.6,8,344
21229,2023-03-02 06:00,11.6,6,15.9,1019.1,64,3.1,,4.5,3.1,2.2,8,340
21229,2023-03-02 07:00,9,338,11.6,1020.6,90,.2,,4,2.6,1.8,8,336
21229,2023-03-02 08:00,11.7,12,16,1021,91,3,,3.9,2.6,1.9,8,333
21229,2023-03-02 09:00,11.7,4,15.7,1021.8,90,2.5,,4.2,2.5,1.8,8,334
21229,2023-03-02 10:00,12.4,344,16.6,1022.9,84,2.7,,3.5,2.4,1.7,7.1,1
21229,2023-03-02 11:00,7.5,12,10.1,1023.9,84,2.5,,3.8,2.2,1.5,7.1,354
21229,2023-03-02 12:00,7,12,9.3,1024.6,74,3,,3.9,2.3,1.6,7.1,10
21229,2023-03-02 13:00,10.1,0,13.8,1024.6,67,3.8,,3.6,2.3,1.6,7.1,12
21229,2023-03-02 14:00,9.3,333,13.4,1024.7,47,4.7,,3.4,2.2,1.6,7.1,18
21229,2023-03-02 15:00,8.6,332,13.1,1024.4,49,4.6,,3.5,2.4,1.7,7.1,356
21229,2023-03-02 16:00,9,326,11.7,1024.2,48,4.5,,3.7,2.3,1.6,7.1,357
21229,2023-03-02 17:00,8.3,342,11.7,1024,50,4.4,,3.9,2.4,1.7,8,355
21229,2023-03-02 18:00,7.4,325,10.4,1024.5,48,4.8,,3.8,2.3,1.7,8,33
21229,2023-03-02 19:00,5.5,353,8.5,1024.6,46,4.4,,3.8,2.2,1.5,7.1,360
21229,2023-03-02 20:00,5,356,8.1,1024.6,48,4.4,,3.3,2.2,1.5,8,21
21229,2023-03-02 21:00,3.1,335,5.4,1025.1,44,4.7,,2.7,1.9,1.4,8,41
21229,2023-03-02 22:00,1.8,275,3.7,1025.3,39,2.9,,3.6,1.9,1.3,7.1,24
21229,2023-03-02 23:00,1.7,241,4.3,1025.6,41,3.2,,3.1,1.9,1.4,8,44
21229,2023-03-03 00:00,3.6,218,5.8,1025.7,46,5.4,,2.4,1.7,1.2,7.1,25
21229,2023-03-03 01:00,5,222,7.4,1025.4,52,5.7,,2.4,1.4,1,8,39
21229,2023-03-03 02:00,6.5,216,8.9,1024.8,55,6.1,,2.1,1.5,1.1,8,33
21229,2023-03-03 03:00,7.2,230,9.6,1024.6,56,6.9,,2,1.3,.9,6.4,45
21229,2023-03-03 04:00,6.7,236,9.3,1024.4,55,7.2,,2.3,1.3,.9,7.1,32
21229,2023-03-03 05:00,6.6,227,9.3,1023.8,56,7.6,,2,1,.7,8,32
21229,2023-03-03 06:00,6.3,245,8.3,1023.3,39,8,,2,1.1,.8,8,46
21229,2023-03-03 07:00,4.5,254,6.3,1023.5,43,7.9,,1.7,1,.7,7.1,44
21229,2023-03-03 08:00,3.5,311,5.4,1023.9,42,7.9,,1.6,.9,.6,7.1,42
21229,2023-03-03 09:00,3.2,299,4.8,1024.1,39,7.6,,1.5,.9,.6,7.1,37
21229,2023-03-03 10:00,2.6,267,4.1,1024.7,39,7.7,,1.3,.9,.6,7.1,29
21229,2023-03-03 11:00,3.1,240,4.7,1024.9,43,7.8,,1.4,.8,.6,7.1,53
21229,2023-03-03 12:00,5.1,256,7,1024.6,45,8.2,,1.3,.8,.6,6.4,63
21229,2023-03-03 13:00,5.9,242,7.8,1024.3,43,8.4,,1.3,.8,.6,8,68
21229,2023-03-03 14:00,6.5,249,8.1,1023.6,47,8.7,,1.2,.8,.6,6.4,58
21229,2023-03-03 15:00,7.6,242,9.6,1023,49,8.9,,1.6,1,.7,7.1,43
21229,2023-03-03 16:00,8,238,10.2,1022.3,48,9.2,,1.7,1.2,.8,6.4,8
21229,2023-03-03 17:00,7.7,231,9.6,1022.3,48,9.4,,2.1,1.2,.9,7.1,355
21229,2023-03-03 18:00,6.9,236,8.3,1022.3,48,9.6,,2,1.2,.9,6.4,347
21229,2023-03-03 19:00,6.1,219,7.5,1022.6,51,9.8,,1.8,1.1,.8,6.4,359
21229,2023-03-03 20:00,5.6,232,7,1023.2,56,9.9,,1.5,.9,.7,7.1,349
21229,2023-03-03 21:00,4.7,246,5.9,1024.2,51,8.5,,1.6,1,.7,5.3,347
21229,2023-03-03 22:00,3.2,252,4.2,1025,52,8.6,,1.3,.8,.5,5.8,342
21229,2023-03-03 23:00,.8,241,1.5,1025.3,51,10.4,,1.4,.8,.6,5.8,335
21229,2023-03-04 00:00,.9,3,1.3,1025.5,55,10.4,,1.4,.8,.6,6.4,327
21229,2023-03-04 01:00,2.6,34,3.7,1025.6,51,8.9,,1.3,.8,.6,5.3,349
21229,2023-03-04 02:00,3.4,55,4.2,1025.8,47,8.9,,1.1,.7,.5,6.4,347
21229,2023-03-04 03:00,1.6,62,2.5,1026.2,53,10.5,,1.2,.7,.5,6.4,348
21229,2023-03-04 04:00,.9,71,1.4,1026.6,52,10.5,,1.1,.8,.5,5.8,339
21229,2023-03-04 05:00,1.3,64,1.9,1026.8,55,10.3,,1,.6,.5,5.8,352
21229,2023-03-04 06:00,2.4,39,3,1026.8,55,10.4,,1.1,.7,.5,5.8,353
21229,2023-03-04 07:00,3.3,59,4.3,1027.1,67,8.1,,1.1,.6,.4,5.3,165
21229,2023-03-04 08:00,3.6,70,4.6,1027.6,65,7.8,,1.1,.7,.5,4.9,173
