지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
21229,2016-06-01 00:00,6.5,85,9.2,1008.2,66,17.3,18,1.4,.8,.6,4,181
21229,2016-06-01 01:00,5.9,84,7.3,1009,64,17.5,17.8,1.3,.8,.6,4.3,168
21229,2016-06-01 02:00,4.4,80,5.5,1009.3,62,17.5,17.8,1.4,.6,.4,4.6,177
21229,2016-06-01 03:00,3,87,3.7,1009.6,59,17.6,17.8,1.3,.7,.5,4.6,177
21229,2016-06-01 04:00,1,67,1.5,1009.1,61,17.5,17.9,1.2,.7,.5,4.3,211
21229,2016-06-01 05:00,.7,349,1.2,1009.1,63,17.3,18.1,1.3,.7,.5,4.6,219
21229,2016-06-01 06:00,2,359,2.9,1010,63,17.6,18.2,1.2,.7,.5,4.3,219
21229,2016-06-01 07:00,2.8,24,3.6,1011.7,59,17.7,18.1,1.2,.5,.4,4.3,230
21229,2016-06-01 08:00,3,4,4,1013.1,59,17.6,17.6,1,.6,.4,4,321
21229,2016-06-01 09:00,3.7,344,4.7,1012,58,17.5,18.2,1.3,.6,.4,5.8,308
21229,2016-06-01 10:00,4.5,346,6,1011.6,59,17.6,18.4,1,.5,.4,5.3,300
21229,2016-06-01 11:00,5.5,330,8,1011.6,66,17.7,18.4,1.1,.6,.4,6.4,319
21229,2016-06-01 12:00,6.1,329,7.4,1011.3,65,17.9,18.1,1.2,.6,.4,4.6,319
21229,2016-06-01 13:00,5.7,315,7.1,,63,18.2,18.3,1.6,.7,.5,5.8,310
21229,2016-06-01 14:00,6.2,329,7.3,1010.8,59,18.5,18.4,1.3,.7,.5,5.8,287
21229,2016-06-01 15:00,5.7,331,6.9,1009.6,64,18.5,18.4,1.4,.7,.5,4.9,286
21229,2016-06-01 16:00,6.4,342,7.8,1009.6,69,18.4,18.5,1.2,.8,.5,5.8,262
21229,2016-06-01 17:00,6,332,8.8,1008.4,82,18,18.7,1.3,.8,.5,4.9,258
21229,2016-06-01 18:00,6.6,340,7.6,1006.8,75,18.2,18.9,1.5,.8,.6,5.3,258
21229,2016-06-01 19:00,4.9,334,6,1006.1,75,18.2,18.8,1.3,.8,.5,4.9,256
21229,2016-06-01 20:00,4.5,346,5.5,1006.5,76,18,18.8,1.4,.8,.6,5.8,235
21229,2016-06-01 21:00,4.3,351,5.1,1007.5,75,17.9,18.7,1.5,.9,.7,5.3,237
21229,2016-06-01 22:00,4.9,1,6.6,1008.8,71,17.8,18.5,1.5,.8,.6,5.8,223
