지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
21229,2019-12-01 00:00,7.9,227,14,1022.1,77,13,15.5,3.7,2.1,1.5,6.4,163
21229,2019-12-01 01:00,9.2,246,11,1022.2,52,14.1,15.6,3.8,2.2,1.6,5.8,155
21229,2019-12-01 02:00,8.3,259,10.7,1022.3,57,14.3,15.6,3.1,2,1.4,6.4,137
21229,2019-12-01 03:00,9.6,260,12,1022.2,52,13.7,15.8,2.9,1.8,1.3,5.8,144
21229,2019-12-01 04:00,8.2,266,10.8,1021.8,55,13.9,15.8,2.5,1.7,1.2,6.4,144
21229,2019-12-01 05:00,6.8,284,8.5,1021.8,50,13.3,15.8,2.3,1.5,1,5.3,177
21229,2019-12-01 06:00,5.8,292,7.4,1021.9,54,13.1,15.8,2,1.3,.9,5.3,161
21229,2019-12-01 07:00,4.9,287,6.6,,55,12.8,15.9,1.9,1.2,.8,5.3,152
21229,2019-12-01 08:00,5.2,286,7.9,1022.4,58,11.8,15.9,1.8,1.1,.8,6.4,174
21229,2019-12-01 09:00,5,301,6.4,1022.4,62,11.5,15.8,1.7,1,.7,4.9,173
21229,2019-12-01 10:00,4,315,5.8,,68,10.8,15.8,1.6,1,.7,5.3,201
21229,2019-12-01 11:00,3.9,287,6.1,1022.4,67,10.4,15.8,1.7,1,.7,5.3,184
21229,2019-12-01 12:00,3.9,286,5.8,1021.2,67,10.3,15.8,1.5,1,.7,5.3,162
21229,2019-12-01 13:00,2.9,272,4.6,1020.2,67,10.6,15.8,2.3,1.1,.8,5.8,153
21229,2019-12-01 14:00,1.6,281,3.2,1019.8,67,10.7,15.9,1.7,1.1,.8,5.8,309
21229,2019-12-01 15:00,.7,175,2,1019,66,10.9,15.9,1.7,1,.7,4.9,198
21229,2019-12-01 16:00,1.7,105,3.2,1018.5,72,10.5,15.8,1.9,1.1,.8,6.4,329
21229,2019-12-01 17:00,1.2,110,2.1,1018.2,76,10,15.9,1.9,1.3,.9,5.8,165
21229,2019-12-01 18:00,.3,95,1,1018.4,78,9.8,15.9,1.8,1.1,.8,6.4,351
