지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
21229,2021-10-01 00:00,3.2,92,4.3,1008.6,77,24.1,23.4,.9,.6,.4,4.9,71
21229,2021-10-01 01:00,2.7,68,3.7,1008.4,79,24.6,23.4,.9,.6,.4,5.3,62
21229,2021-10-01 02:00,2.4,88,3.1,1008.5,77,24.7,23.4,1,.6,.4,5.3,59
21229,2021-10-01 03:00,1.9,50,2.8,1008.1,77,24,23.4,1,.6,.4,4.6,101
21229,2021-10-01 04:00,2.4,37,3.4,1007.7,76,24,23.4,1,.5,.4,5.3,93
21229,2021-10-01 05:00,2.6,39,3.5,1007.3,78,24.4,23.5,.9,.5,.4,5.3,62
21229,2021-10-01 06:00,2.8,37,3.6,1007.3,79,24.3,23.5,.8,.5,.4,4.9,89
21229,2021-10-01 07:00,2.8,28,3.7,1007.9,78,23.6,23.5,.9,.5,.4,4.9,82
21229,2021-10-01 08:00,4,48,5.3,1008.5,79,23.8,23.5,1,.6,.4,5.3,84
21229,2021-10-01 09:00,3.3,45,4.9,1008.9,78,23.8,23.5,.8,.5,.4,4.9,71
21229,2021-10-01 10:00,2.8,29,3.7,1009.2,76,23.8,23.5,.7,.5,.3,4.9,74
21229,2021-10-01 11:00,2.4,27,3.3,1008.9,77,23.9,23.6,.8,.5,.4,4.6,85
21229,2021-10-01 12:00,3.3,7,4.1,1008.6,77,24.1,23.8,.7,.5,.3,4.6,77
21229,2021-10-01 13:00,2,47,2.6,1007.5,77,24.1,23.9,.8,.5,.4,4.6,112
21229,2021-10-01 14:00,.9,59,1.5,1007.1,74,24.2,24,.8,.5,.3,4.9,123
21229,2021-10-01 15:00,.7,20,2.3,1006.8,73,24.9,24.3,.7,.5,.4,4.9,80
21229,2021-10-01 16:00,1.3,18,2,1007.2,74,24.4,24.4,1,.5,.4,4.6,77
21229,2021-10-01 17:00,1.7,23,2.6,1007.8,75,24.3,24.2,.7,.4,.3,5.3,40
21229,2021-10-01 18:00,1.7,19,2.3,1008.2,76,24.4,23.9,.7,.5,.4,4.9,46
21229,2021-10-01 19:00,2.2,10,3,1008.5,79,24.8,24,.7,.5,.3,4.9,37
21229,2021-10-01 20:00,2.2,21,2.9,1008.6,79,24.9,23.8,.7,.4,.3,4.6,119
21229,2021-10-01 21:00,.7,33,1.4,1009.3,77,24.2,23.8,.7,.5,.3,4.9,63
21229,2021-10-01 22:00,1.3,299,1.8,1009.7,76,24.2,23.7,.7,.5,.3,4.3,69
21229,2021-10-01 23:00,1,211,1.7,1009.8,78,24.1,23.9,.9,.5,.4,6.4,54
21229,2021-10-02 00:00,1.8,204,3,1010.1,77,24.3,24.1,.8,.5,.3,4.9,65
21229,2021-10-02 01:00,2.9,234,3.7,1010,76,24.4,24,.7,.5,.3,5.8,74
21229,2021-10-02 02:00,3.2,245,3.9,1009.9,79,24.3,23.7,.7,.5,.4,5.8,79
21229,2021-10-02 03:00,3,258,4.4,1009.9,77,24.3,23.7,.9,.5,.4,5.8,88
21229,2021-10-02 04:00,4,245,5.4,1009.6,78,24.2,23.7,1.4,.9,.7,7.1,44
21229,2021-10-02 05:00,3.4,159,4.5,1008.2,76,24.4,24.1,1.8,1.1,.8,6.4,42
21229,2021-10-02 06:00,6.3,196,7.7,1008.7,75,24.8,24.2,1.7,1.2,.9,6.4,68
21229,2021-10-02 07:00,8.1,227,9.8,1009.6,76,24.9,24.2,2.1,1.2,.8,6.4,57
21229,2021-10-02 08:00,10.1,234,12.3,1009.7,79,25,24.2,2,1.4,1,6.4,68
21229,2021-10-02 09:00,7.9,248,12,1010.5,79,23.6,23.9,2.2,1.3,1,6.4,72
21229,2021-10-02 10:00,6.9,310,8.5,1011.3,74,24.7,23.9,2.1,1.5,1.1,6.4,50
21229,2021-10-02 11:00,7.9,319,9.5,1012,74,24.6,24,2,1.3,.9,6.4,40
21229,2021-10-02 12:00,6.8,325,8.2,1011.8,75,24.4,24.1,2.7,1.3,.9,6.4,89
21229,2021-10-02 13:00,7.6,314,9.2,1012.3,72,24.5,24.1,2.1,1.1,.8,6.4,51
21229,2021-10-02 14:00,8,319,9.5,1012.4,70,24.4,24.1,1.7,1.1,.7,5.8,54
21229,2021-10-02 15:00,5.5,329,6.6,1012.5,69,24.4,24.1,1.7,1,.7,6.4,153
21229,2021-10-02 16:00,4.5,339,6,1012.9,69,24.2,24.1,1.4,.9,.6,5.8,38
21229,2021-10-02 17:00,3.2,321,3.9,1013.4,68,24.4,24.1,1.4,.8,.6,5.8,67
21229,2021-10-02 18:00,2.6,342,3.7,1013.9,70,24.4,24,1.1,.7,.5,5.8,44
21229,2021-10-02 19:00,1.2,1,1.8,1014.3,71,24.7,24,1,.6,.5,4.3,308
21229,2021-10-02 20:00,.7,224,1,1015.4,71,24.7,23.8,.9,.6,.4,5.8,37
21229,2021-10-02 21:00,2,188,3.1,1015.9,71,24.3,23.6,1,.6,.4,5.8,44
21229,2021-10-02 22:00,3.1,174,3.9,1016.2,74,24.5,23.5,1.1,.7,.5,5.3,31
21229,2021-10-02 23:00,3.4,192,4.3,1016.6,73,25.4,23.5,.9,.6,.4,5.8,80
21229,2021-10-03 00:00,4.1,196,4.8,1016.7,73,25.6,23.8,.9,.5,.4,5.8,75
21229,2021-10-03 01:00,4.6,200,5.4,1017.1,71,25.5,23.6,.8,.6,.4,5.8,66
21229,2021-10-03 02:00,4.8,194,5.7,1017.4,77,25.1,23.5,.9,.6,.4,5.8,74
21229,2021-10-03 03:00,5.6,205,6.7,1017.5,78,25.4,23.5,1.1,.6,.5,4.9,70
21229,2021-10-03 04:00,6,202,7.2,1017.6,82,26.2,23.5,1,.7,.5,6.4,89
21229,2021-10-03 05:00,5.5,196,6.5,1017.9,85,26.2,23.6,1.2,.7,.5,5.8,77
21229,2021-10-03 06:00,6.2,198,7.4,1018.5,85,25.7,23.6,1.3,.8,.5,3.6,209
21229,2021-10-03 07:00,6.5,197,7.8,1018.7,87,25.7,23.7,1.3,.8,.5,3.6,205
