지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
21229,2020-07-01 00:00,8.6,239,11,987.7,93,19.5,19.9,4.3,2.5,1.8,8,161
21229,2020-07-01 01:00,11.7,265,14.4,987.2,93,19.6,19.6,4.8,2.8,2,9.1,165
21229,2020-07-01 02:00,8.7,280,12.1,988.2,88,19.6,19.6,3.8,2.8,2,9.1,168
21229,2020-07-01 03:00,11.9,300,16.9,989.4,88,18.1,19.6,4.4,2.8,2,9.1,165
21229,2020-07-01 04:00,13.9,298,17.2,990.2,88,18.8,19.5,4.7,2.9,2.1,8,153
21229,2020-07-01 05:00,15,293,20.2,991.7,84,17.9,19.4,4.6,3.2,2.3,8,319
21229,2020-07-01 06:00,16,306,20.9,992.4,86,18,19.3,6.8,3.5,2.5,8,326
21229,2020-07-01 07:00,16.1,298,21,993.5,89,16.7,19.1,4.5,3.2,2.3,7.1,348
21229,2020-07-01 08:00,14.7,300,19.5,994.5,91,17.1,19.1,5.7,3,2.1,8,340
21229,2020-07-01 09:00,15.3,310,19.8,995.5,93,17.3,19.1,5.6,3.2,2.3,7.1,336
21229,2020-07-01 10:00,14.8,312,18.7,996,90,17.2,19.5,5.5,3.2,2.3,8,0
21229,2020-07-01 11:00,13.5,321,18.3,996.7,92,17.4,19.6,5,3.4,2.4,8,9
21229,2020-07-01 12:00,13.6,328,19.1,997.7,91,17.2,19.6,4.9,3.2,2.3,8,14
21229,2020-07-01 13:00,13,324,17.1,998.1,92,17.4,19.6,4.9,2.9,2.1,8,15
21229,2020-07-01 14:00,13.1,322,17.2,999,92,17.3,19.5,4.8,3,2.1,7.1,44
21229,2020-07-01 15:00,13.2,325,16.7,999.7,92,17.2,19.3,5.3,3.1,2.2,8,17
21229,2020-07-01 16:00,11.6,317,15,1000.8,93,17.3,19,4.6,3,2.2,7.1,21
21229,2020-07-01 17:00,11.6,326,14.4,1001.2,87,18.4,18.8,5.1,3.1,2.2,9.1,25
21229,2020-07-01 18:00,11,320,14.1,1001.8,88,18.1,18.7,4.6,2.8,2,7.1,16
21229,2020-07-01 19:00,9.5,322,12.2,1002.8,87,18.6,18.5,5,2.9,2.1,7.1,35
21229,2020-07-01 20:00,9.9,322,12,1003.5,86,18.4,18.4,5.1,2.4,1.7,8,22
21229,2020-07-01 21:00,9.3,317,11.8,1004.5,85,18.6,18.4,4.3,2.7,1.9,8,31
21229,2020-07-01 22:00,9.8,317,12.5,1005.2,85,18.6,18.3,3.8,2.5,1.8,6.4,4
21229,2020-07-01 23:00,8.8,315,11.5,1005.9,85,18.5,18.3,4.2,2.5,1.8,8,357
