지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
21229,2015-05-01 00:00,1.3,181,2,1014.3,98,14.8,14.1,.3,.3,.2,4.9,203
21229,2015-05-01 01:00,.7,204,1.5,1014,98,14.4,13.9,.4,.2,.2,3,231
21229,2015-05-01 02:00,1.5,169,2,1013.9,98,14.3,14,.3,.2,.2,3,247
21229,2015-05-01 03:00,2.1,180,2.5,1013.8,98,14.3,14,.3,.2,.1,5.3,187
21229,2015-05-01 04:00,2.1,187,2.5,,97,14.4,13.8,.3,.2,.1,5.3,170
21229,2015-05-01 05:00,1.2,177,1.6,1013.6,97,14.3,14,.2,.2,.1,4.9,172
21229,2015-05-01 06:00,2.1,199,4.7,1013.7,97,14.4,13.9,.3,.2,.1,5.8,214
21229,2015-05-01 07:00,2.2,191,4.6,1014.8,97,14.5,14,.2,.2,.1,4.9,359
21229,2015-05-01 08:00,2,186,2.5,1016.1,96,14.8,14.1,.3,.2,.1,4.9,13
21229,2015-05-01 09:00,3.1,191,6,1017,95,15,14.3,.2,.2,.1,4.9,355
21229,2015-05-01 10:00,3.2,191,3.9,1017.1,94,15.1,14.5,.2,.2,.1,4.9,346
21229,2015-05-01 11:00,4.4,192,5.3,1016.9,93,15.2,14.6,.3,.2,.1,6.4,23
21229,2015-05-01 12:00,3.9,187,4.8,1016.6,92,15.6,14.8,.3,.2,.1,4.9,9
21229,2015-05-01 13:00,4,182,8.1,1015.7,91,15.7,14.4,.3,.2,.1,4.9,330
21229,2015-05-01 14:00,3.5,184,4,1015.1,91,15.8,14.8,.4,,.2,3.4,348
21229,2015-05-01 15:00,3.1,181,6.2,1014.2,91,16,14.7,.3,,.2,2.7,290
21229,2015-05-01 16:00,3.2,180,6.8,1013.7,91,16.1,14.9,.4,,.2,2.7,253
21229,2015-05-01 17:00,2.5,179,5,1011.9,92,16.2,14.8,.3,,.2,2.9,71
21229,2015-05-01 18:00,2,167,2.5,1011.3,93,15.9,14.8,.3,,.2,3.2,97
21229,2015-05-01 19:00,3,173,6.7,1010.6,94,15.7,14.6,.4,,.2,4.9,2
21229,2015-05-01 20:00,3.4,158,7,1010.2,93,15.7,14,.3,,.2,2.9,58
21229,2015-05-01 21:00,2.8,145,3.4,1012,95,15.6,13.8,.3,,.2,2.6,326
