지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
21229,2017-10-01 00:00,7.2,225,8.4,1020.4,74,22.5,21.8,1.6,.9,.7,3.8,196
21229,2017-10-01 01:00,3.6,218,4.3,1021,78,22.4,21.8,1.6,.8,.6,4.6,144
21229,2017-10-01 02:00,4.8,258,7.8,1020.6,74,22.4,21.8,1.6,.9,.6,4.9,116
21229,2017-10-01 03:00,3.6,208,4.4,1020.6,74,22.3,21.8,1.7,.9,.7,4.9,95
21229,2017-10-01 04:00,4.6,224,6.3,1020,75,22.2,21.8,1.5,1,.7,4.9,81
21229,2017-10-01 05:00,3.9,222,4.9,1019.8,74,22.2,21.8,1.5,.9,.6,5.3,71
21229,2017-10-01 06:00,3.5,212,4.5,1019.9,76,22.2,21.8,1.4,.9,.6,4.9,54
21229,2017-10-01 07:00,4.3,221,5.2,1020,76,22.2,21.8,1.7,.8,.6,4.6,22
21229,2017-10-01 08:00,4.9,195,6.2,1019.4,74,22.3,21.8,1.4,.9,.6,4.9,6
21229,2017-10-01 09:00,5.7,201,6.9,1019.9,76,22.2,21.9,1.3,.8,.6,4.6,345
21229,2017-10-01 10:00,6,217,7.3,1020.1,77,22.2,21.9,1.3,.8,.6,4.9,311
21229,2017-10-01 11:00,5,208,5.9,1019.7,72,22.2,21.9,1.6,.9,.6,4.6,294
21229,2017-10-01 12:00,3.7,208,5.4,1019.3,68,22.3,21.9,1.6,.8,.6,3.6,268
21229,2017-10-01 13:00,7.1,219,9.2,1018.7,69,22.6,21.9,2,1.1,.8,4.6,282
21229,2017-10-01 14:00,7.6,221,9.7,1017.6,66,22.6,21.9,2,1.3,.9,4.6,255
21229,2017-10-01 15:00,8.8,217,10.8,1016.7,69,22.3,21.9,2.4,1.6,1.1,4.9,254
21229,2017-10-01 16:00,6,218,8,1017.2,69,22.4,21.9,2.7,1.4,1,4.9,236
21229,2017-10-01 17:00,5.5,207,6.9,1016.6,70,22.2,21.8,2.1,1.3,.9,4.9,216
21229,2017-10-01 18:00,4.6,224,6,1016.2,74,22.2,21.8,1.7,1.1,.8,5.3,143
21229,2017-10-01 19:00,5.6,211,7.1,1015.6,70,22.3,21.8,1.9,1.2,.8,5.3,132
21229,2017-10-01 20:00,7.7,206,9.9,1015.2,69,22.5,21.8,1.8,1.1,.7,5.3,117
21229,2017-10-01 21:00,6.2,264,8.1,1016.1,70,22.4,21.8,1.9,1.1,.8,4.9,102
21229,2017-10-01 22:00,8.6,239,10.4,1015.6,74,22.3,21.8,2,1.3,1,4.9,15
21229,2017-10-01 23:00,8.9,219,10.8,1015.6,60,22.3,21.7,2.2,1.3,.9,4.9,19
21229,2017-10-02 00:00,8.8,207,11,1015.3,51,22,21.7,2.9,1.4,1,5.3,350
21229,2017-10-02 01:00,9.1,224,12.3,1014.9,61,21,21.7,2.4,1.6,1.1,5.3,311
21229,2017-10-02 02:00,10,200,12.3,1014.6,72,20.2,21.8,2.7,1.5,1.1,5.3,304
21229,2017-10-02 03:00,9.2,197,11.8,1014.3,76,19.3,21.7,2.4,1.5,1,5.3,310
21229,2017-10-02 04:00,8,199,9.7,1013.7,79,19.1,21.7,2.2,1.4,1,5.3,286
21229,2017-10-02 05:00,7.2,187,8.4,1013.2,85,19.1,21.8,2.4,1.4,1,5.8,277
21229,2017-10-02 06:00,7.2,195,9,1012.8,84,19.5,21.8,2.2,1.5,1.1,5.3,280
21229,2017-10-02 07:00,10.4,183,13,1012.5,85,19.1,21.7,2.3,1.3,.9,5.3,270
21229,2017-10-02 08:00,7.8,186,10.2,1012.4,86,19.2,21.7,2.6,1.5,1.1,5.3,274
21229,2017-10-02 09:00,6.6,197,8.3,1012.5,89,19,21.7,2.2,1.5,1,5.8,272
21229,2017-10-02 10:00,6.3,182,7.4,1012,89,19.1,21.6,2.5,1.5,1.1,5.3,255
21229,2017-10-02 11:00,6.4,172,8,1011.2,88,19.5,21.7,2.5,1.5,1.1,5.8,236
21229,2017-10-02 12:00,1.8,95,3.7,1011.6,85,19.8,21.7,2.2,1.4,1,6.4,131
21229,2017-10-02 13:00,3.2,83,4.6,1011,85,19.9,21.7,2.7,1.9,1.3,6.4,113
21229,2017-10-02 14:00,2.4,59,4,1010.4,89,19.4,21.7,3.3,2.1,1.5,7.1,108
21229,2017-10-02 15:00,3.6,75,6.2,1009.9,91,19.6,21.6,3.4,2.1,1.5,8,87
21229,2017-10-02 16:00,4.3,74,6.4,1009.9,88,20.1,21.7,3.9,2.2,1.5,8,81
21229,2017-10-02 17:00,5.4,76,7.9,1009.2,84,20.7,21.7,3.5,1.9,1.4,8,72
21229,2017-10-02 18:00,5.1,39,7.2,1010.3,84,20.7,21.8,3.5,2.1,1.5,8,72
21229,2017-10-02 19:00,6.1,56,8.6,1010.1,84,20.9,21.8,3.2,1.8,1.3,7.1,62
21229,2017-10-02 20:00,5.3,41,7.2,1010.4,87,20.8,21.8,2.4,1.7,1.2,7.1,54
21229,2017-10-02 21:00,6.1,27,7.8,1011.6,84,20.9,21.8,2.4,1.6,1.1,7.1,58
21229,2017-10-02 22:00,6.3,13,8.5,1011.8,86,21.1,21.8,2.5,1.3,.9,7.1,63
21229,2017-10-02 23:00,8,41,10.3,1011.8,87,20.7,21.8,2.5,1.5,1,7.1,61
21229,2017-10-03 00:00,6,35,7.8,1012.5,84,20.8,21.8,2.3,1.3,.9,7.1,42
21229,2017-10-03 01:00,6.3,39,8.1,1012.3,82,20.8,21.8,2.1,1.4,1,7.1,38
21229,2017-10-03 02:00,9.3,60,12.3,1012.7,81,20.9,21.8,2.2,1.5,1.1,7.1,31
21229,2017-10-03 03:00,11.2,41,13.7,1012.3,78,19.9,21.8,3.1,1.8,1.3,6.4,179
21229,2017-10-03 04:00,9.9,41,13.3,1013.3,75,19.4,21.8,2.9,1.8,1.3,5.8,275
21229,2017-10-03 05:00,9.5,34,13.6,1014.1,69,19.5,21.7,3.1,2,1.4,6.4,279
21229,2017-10-03 06:00,11.7,37,14.1,1014.3,61,19.1,21.7,3.4,2.3,1.6,5.8,274
21229,2017-10-03 07:00,11.4,58,14.5,1016,63,18.7,21.7,3.2,2.2,1.5,6.4,260
21229,2017-10-03 08:00,11.1,50,14.2,1015.8,65,18.5,21.6,3.7,2.4,1.7,5.8,268
21229,2017-10-03 09:00,11.1,74,14.5,1017.3,62,18.3,21.7,4,2.3,1.6,6.4,267
21229,2017-10-03 10:00,10.9,53,14.7,1018.4,64,18,21.6,4.1,2.6,1.8,7.1,252
21229,2017-10-03 11:00,11.1,44,14.1,1018.8,63,17.4,21.5,4.4,2.8,2,7.1,258
21229,2017-10-03 12:00,9.8,63,12.2,1018.7,64,17.3,21.5,4.7,2.8,2,8,246
21229,2017-10-03 13:00,9.2,58,11.7,1019,63,17.1,21.5,4.3,2.6,1.8,7.1,233
