지점,일시,풍속(m/s),풍향(deg),GUST풍속(m/s),현지기압(hPa),습도(%),기온(°C),수온(°C),최대파고(m),유의파고(m),평균파고(m),파주기(sec),파향(deg)
21229,2016-03-01 00:00,8.5,328,14.1,1024.2,53,1,10.6,5.1,3.8,2.7,9.1,204
21229,2016-03-01 01:00,11.6,336,17,1023,73,.5,10.6,5.3,3.4,2.4,9.1,199
21229,2016-03-01 02:00,7.3,340,11,1024,61,.4,10.6,4.7,3.2,2.3,9.1,205
21229,2016-03-01 03:00,8.3,344,12.5,1023.8,59,.5,10.6,4.5,3.1,2.2,9.1,208
21229,2016-03-01 04:00,8.4,328,12.5,1023.7,57,.9,10.6,4.2,2.7,1.9,9.1,169
21229,2016-03-01 05:00,9.2,331,15,1024.3,59,1.2,10.6,4.2,3.2,2.2,9.1,198
21229,2016-03-01 06:00,7.1,338,13.7,1024.5,73,-.2,10.6,4.9,3,2.1,10.7,233
21229,2016-03-01 07:00,7.9,336,11.8,1024.6,72,.7,10.6,4.9,3.1,2.2,10.7,246
21229,2016-03-01 08:00,5.8,315,14.8,1024.7,44,.8,10.6,4.6,3.1,2.2,9.1,249
21229,2016-03-01 09:00,4.8,288,8.5,1026,51,.8,10.6,5.2,3.1,2.2,9.1,261
21229,2016-03-01 10:00,4.3,312,7.6,1027.3,49,1.2,10.7,4.2,2.8,2,10.7,260
21229,2016-03-01 11:00,5.3,308,10.3,1027,53,1.1,10.6,4.7,2.7,1.9,10.7,267
21229,2016-03-01 12:00,3.2,316,7.7,1027.4,53,1.3,10.6,3.9,2.7,1.9,9.1,257
21229,2016-03-01 13:00,3.6,288,8.1,1025.6,51,1.6,10.7,4.1,3.2,2.3,10.7,290
21229,2016-03-01 14:00,5.7,246,11,1026.4,51,2.2,10.7,4.5,2.8,2,9.1,302
21229,2016-03-01 15:00,6.6,240,11.4,1023.6,53,2.2,10.7,4.1,3.2,2.3,10.7,327
21229,2016-03-01 16:00,6.2,254,10.7,1022.1,52,2.2,10.7,4.4,2.5,1.8,10.7,329
21229,2016-03-01 17:00,6.8,269,10.3,1020.8,44,2.5,10.7,4.9,3.1,2.2,9.1,333
21229,2016-03-01 18:00,6.2,258,10,1019.9,35,2.8,10.7,4.8,2.8,2,10.7,328
21229,2016-03-01 19:00,5.5,250,10,1020.4,41,3,10.6,4.5,3.1,2.2,10.7,333
21229,2016-03-01 20:00,5.9,256,10.8,1021.9,42,3.7,10.6,3.9,2.6,1.8,9.1,341
21229,2016-03-01 21:00,6.2,268,11.3,1022.5,45,4.2,10.6,3.9,2.5,1.7,10.7,345
21229,2016-03-01 22:00,7,284,12.2,1023.6,45,4.8,10.6,3.4,2.1,1.5,10.7,350
21229,2016-03-01 23:00,6.1,291,11.7,1023.8,46,5.4,10.6,4.7,2.4,1.7,10.7,339
21229,2016-03-02 00:00,7.7,302,11.6,1023.6,44,5,10.6,3.5,2.3,1.6,12.8,320
21229,2016-03-02 01:00,6.5,309,10.4,1023.4,44,4.7,10.6,3.5,2.4,1.7,10.7,303
21229,2016-03-02 02:00,7,290,15.8,1023.4,52,5,10.6,3.2,2.3,1.6,10.7,325
21229,2016-03-02 03:00,7.2,296,11.4,1023.9,47,4.8,10.6,4.1,2.4,1.7,10.7,294
21229,2016-03-02 04:00,7.6,307,11.1,1023.6,50,5,10.6,4,2.5,1.7,12.8,320
21229,2016-03-02 05:00,6.7,304,10.4,1022.8,53,4.9,10.6,4.2,2.7,1.9,10.7,321
21229,2016-03-02 06:00,6,269,13.3,1023.4,53,4.9,10.7,4.2,2.5,1.8,10.7,312
21229,2016-03-02 07:00,4.8,276,7.9,1024,51,4.9,10.6,3.7,2.7,1.9,8,235
21229,2016-03-02 08:00,5.1,281,8.9,1024.9,54,5.4,10.6,4.8,3,2.1,10.7,316
21229,2016-03-02 09:00,6,285,12.9,1026.3,54,5.6,10.6,4,2.5,1.8,10.7,330
21229,2016-03-02 10:00,6.3,250,12.7,1026.8,55,5.9,10.6,3.8,2.6,1.8,10.7,309
21229,2016-03-02 11:00,6,259,8.7,1026.6,51,5.9,10.7,3.6,2.5,1.7,10.7,307
21229,2016-03-02 13:00,5.9,231,9.1,1026,49,6.7,10.7,2.7,1.7,1.2,10.7,314
21229,2016-03-02 14:00,6.9,225,15.2,1023.7,56,7,10.8,2.9,2,1.4,10.7,280
21229,2016-03-02 15:00,7.4,206,10.8,1021.8,55,7.4,10.8,2.7,1.7,1.2,10.7,303
